0 1128 1144
1 1128 1150
2 1127 1149
3 1122 1150
4 1124 1153
5 1126 1151
6 1123 1150
7 1130 1151
8 1123 1152
9 1126 1153
10 1121 1151
11 1125 1152
12 1122 1151
13 1124 1153
14 1121 1150
15 1123 1151
16 1124 1153
17 1120 1152
18 1124 1153
19 1119 1152
20 1124 1150
21 1124 1150
22 1119 1151
23 1121 1152
24 1118 1150
25 1122 1150
26 1118 1148
27 1124 1149
28 1120 1149
29 1116 1149
30 1121 1149
31 1115 1148
32 1117 1149
33 1114 1149
34 1117 1147
35 1112 1147
36 1113 1148
37 1107 1147
38 1109 1147
39 1102 1147
40 1105 1146
41 1101 1147
42 1103 1146
43 1099 1147
44 1100 1146
45 1101 1144
46 1098 1145
47 1100 1146
48 1100 1145
49 1101 1146
50 1101 1144
51 1101 1145
52 1101 1146
53 1096 1146
54 1101 1146
55 1096 1146
56 1098 1146
57 1093 1145
58 1095 1145
59 1091 1144
60 1096 1144
61 1092 1143
62 1087 1145
63 1090 1145
64 1084 1144
65 1086 1143
66 1078 1144
67 1082 1144
68 1078 1145
69 1081 1144
70 1076 1143
71 1073 1144
72 1064 1143
73 1060 1143
74 1054 1141
75 1045 1142
76 1035 1142
77 1016 1141
78 961 1137
79 917 1138
80 898 1137
81 883 1139
82 861 1138
83 844 1137
84 831 1136
85 813 1136
86 803 1139
87 791 1138
88 787 1135
89 779 1133
90 774 1135
91 766 1134
92 755 1135
93 748 1135
94 744 1135
95 739 1135
96 739 1137
97 736 1136
98 738 1134
99 734 1133
100 727 1135
101 724 1138
102 718 1133
103 717 1134
104 719 1134
105 715 1135
106 716 1136
107 710 1135
108 710 1133
109 706 1132
110 699 1135
111 701 1135
112 701 1132
113 700 1133
114 698 1131
115 698 1134
116 692 1135
117 687 1132
118 685 1132
119 685 1133
120 685 1134
121 678 1134
122 680 1134
123 680 1131
124 677 1131
125 679 1134
126 679 1134
127 675 1132
128 678 1132
129 672 1134
130 675 1135
131 670 1133
132 673 1133
133 670 1132
134 671 1132
135 670 1134
136 668 1134
137 665 1131
138 667 1132
139 667 1131
140 664 1134
141 666 1132
142 666 1130
143 664 1130
144 663 1132
145 664 1135
146 662 1131
147 664 1130
148 660 1129
149 661 1131
150 662 1133
151 662 1130
152 662 1130
153 662 1129
154 659 1132
155 662 1132
156 660 1129
157 660 1128
158 661 1131
159 661 1131
160 661 1133
161 661 1129
162 662 1129
163 661 1128
164 659 1129
165 661 1132
166 662 1127
167 662 1129
168 661 1128
169 661 1132
170 662 1130
171 659 1128
172 661 1129
173 659 1129
174 662 1131
175 659 1128
176 662 1127
177 661 1126
178 661 1130
179 662 1129
180 662 1128
181 662 1124
182 659 1127
183 661 1128
184 660 1128
185 662 1125
186 660 1123
187 662 1125
188 662 1126
189 662 1125
190 662 1123
191 663 1124
192 662 1122
193 662 1124
194 663 1123
195 660 1121
196 663 1120
197 660 1121
198 662 1123
199 661 1119
200 661 1118
201 663 1117
202 661 1117
203 662 1119
204 664 1116
205 662 1114
206 664 1112
207 663 1112
208 665 1114
209 663 1108
210 665 1108
211 668 1106
212 664 1106
213 668 1105
214 668 1103
215 671 1104
216 672 1100
217 670 1102
218 674 1099
219 675 1094
220 678 1089
221 676 1083
222 676 1082
223 679 1082
224 677 1078
225 681 1071
226 681 1067
227 681 1064
228 680 1059
229 684 1051
230 687 1046
231 691 1040
232 689 1038
233 695 1035
234 696 1023
235 701 1017
236 698 1016
237 701 1015
238 700 1005
239 707 996
240 708 989
241 712 983
242 713 982
243 718 973
244 716 968
245 721 961
246 721 956
247 725 954
248 729 943
249 736 936
250 738 929
251 736 925
252 739 918
253 738 916
254 742 913
255 742 909
256 746 904
257 744 902
258 751 891
259 756 883
260 765 882
261 765 875
262 768 871
263 774 860
264 779 853
265 783 848
266 786 844
267 790 841
268 795 832
269 801 823
270 808 817
271 807 813
272 815 812
273 815 803
274 827 799
275 833 794
276 837 794
277 843 791
278 849 785
279 851 780
280 856 779
281 861 774
282 867 767
283 874 765
284 882 758
285 888 754
286 890 749
287 897 743
288 903 742
289 907 739
290 913 739
291 916 738
292 915 737
293 919 734
294 929 733
295 934 728
296 937 726
297 943 718
298 946 718
299 953 717
300 952 715
301 960 714
302 964 709
303 968 704
304 973 702
305 972 701
306 982 700
307 984 697
308 992 697
309 997 694
310 996 694
311 1000 687
312 1004 682
313 1009 680
314 1010 679
315 1013 681
316 1016 677
317 1016 678
318 1017 676
319 1021 677
320 1021 676
321 1022 675
322 1026 672
323 1025 669
324 1031 671
325 1030 669
326 1032 669
327 1034 665
328 1034 664
329 1034 664
330 1037 666
331 1038 661
332 1037 662
333 1037 662
334 1041 662
335 1039 662
336 1042 661
337 1041 661
338 1047 661
339 1042 661
340 1042 659
341 1047 660
342 1049 659
343 1045 658
344 1048 659
345 1049 659
346 1050 657
347 1052 655
348 1055 657
349 1051 657
350 1051 656
351 1053 652
352 1055 654
353 1057 652
354 1053 653
355 1054 655
356 1055 652
357 1055 651
358 1057 653
359 1054 653
360 1052 654
361 1052 652
362 1059 651
363 1053 651
364 1051 654
365 1055 653
366 1057 651
367 1058 651
368 1057 652
369 1053 655
370 1056 652
371 1055 653
372 1061 652
373 1055 654
374 1057 656
375 1053 653
376 1060 653
377 1061 654
378 1058 657
379 1057 659
380 1057 658
381 1060 658
382 1059 657
383 1054 661
384 1058 661
385 1055 660
386 1060 661
387 1056 662
388 1060 662
389 1054 663
390 1060 662
391 1060 662
392 1060 662
393 1056 663
394 1059 663
395 1057 664
396 1064 664
397 1058 666
398 1059 669
399 1056 666
400 1062 666
401 1064 665
402 1061 669
403 1060 669
404 1061 669
405 1062 669
406 1064 669
407 1060 670
408 1060 674
409 1062 672
410 1063 669
411 1065 669
412 1059 673
413 1058 675
414 1058 673
415 1065 673
416 1060 672
417 1063 675
418 1062 676
419 1063 675
420 1063 674
421 1064 676
422 1062 676
423 1063 677
424 1063 677
425 1062 676
426 1064 677
427 1059 679
428 1061 696
429 1060 786
430 1072 888
431 1074 1047
432 1071 1102
433 1073 1103
434 1075 1105
435 1075 1103
436 1071 1103
437 1071 1104
438 1071 1105
439 1075 1104
440 1072 1105
441 1074 1105
442 1072 1103
443 1075 1104
444 1077 1102
445 1078 1105
446 1077 1103
447 1076 1105
448 1076 1102
449 1077 1103
450 1079 1102
451 1080 1105
452 1076 1103
453 1075 1104
454 1081 1105
455 1076 1103
456 1079 1105
457 1079 1104
458 1081 1105
459 1082 1105
460 1082 1107
461 1083 1106
462 1079 1107
463 1084 1110
464 1087 1107
465 1089 1108
466 1090 1108
467 1093 1110
468 1093 1109
469 1105 1115
470 1120 1117
471 1123 1117
472 1120 1116
473 1119 1118
474 1123 1118
475 1120 1119
476 1122 1119
477 1118 1118
478 1123 1118
479 1119 1119
480 1122 1119
481 1120 1119
482 1124 1120
483 1120 1118
484 1125 1119
485 1126 1117
486 1126 1120
487 1125 1118
488 1122 1119
489 1124 1121
490 1125 1119
491 1125 1122
492 1125 1121
493 1126 1121
494 1126 1119
495 1125 1122
496 1125 1120
497 1125 1121
498 1125 1121
499 1126 1121
