0 1323 1179 1164 1331
1 1318 1180 1166 1333
2 1320 1180 1166 1333
3 1318 1179 1166 1333
4 1318 1181 1166 1333
5 1314 1176 1165 1332
6 1322 1179 1163 1334
7 1318 1179 1165 1333
8 1321 1178 1166 1333
9 1322 1178 1164 1333
10 1320 1179 1165 1334
11 1321 1180 1164 1333
12 1318 1179 1165 1332
13 1319 1178 1166 1332
14 1312 1177 1165 1333
15 1311 1177 1165 1332
16 1307 1177 1165 1333
17 1307 1174 1165 1333
18 1299 1175 1162 1333
19 1274 1172 1162 1332
20 1138 1164 1159 1331
21 1065 1162 1160 1332
22 1048 1162 1157 1331
23 1046 1163 1158 1330
24 1047 1161 1157 1332
25 1043 1161 1160 1331
26 1045 1160 1157 1331
27 1041 1160 1156 1329
28 1037 1160 1158 1330
29 1037 1160 1158 1331
30 1038 1160 1158 1330
31 1039 1159 1159 1329
32 1043 1157 1158 1330
33 1046 1151 1157 1330
34 1067 1138 1156 1330
35 1119 1095 1157 1328
36 1202 1033 1157 1327
37 1271 990 1156 1329
38 1302 973 1155 1327
39 1313 970 1156 1327
40 1310 968 1154 1329
41 1309 969 1154 1326
42 1307 968 1155 1326
43 1307 968 1155 1328
44 1309 968 1155 1328
45 1303 970 1154 1328
46 1304 969 1154 1329
47 1309 968 1153 1328
48 1307 969 1152 1326
49 1307 968 1154 1326
50 1308 970 1154 1329
51 1308 1001 1167 1331
52 1331 1161 1165 1331
53 1326 1176 1165 1330
54 1328 1180 1166 1333
55 1324 1182 1167 1333
56 1325 1181 1167 1333
57 1325 1180 1167 1333
58 1326 1180 1166 1332
59 1329 1180 1166 1332
60 1325 1181 1167 1333
61 1325 1182 1167 1333
62 1325 1184 1167 1333
63 1325 1180 1164 1331
64 1324 1181 1166 1334
65 1330 1181 1167 1331
66 1325 1181 1166 1333
67 1323 1181 1166 1333
68 1329 1178 1166 1333
69 1330 1181 1164 1334
70 1329 1182 1165 1331
71 1324 1179 1165 1331
72 1323 1179 1164 1334
73 1330 1182 1164 1333
74 1329 1182 1167 1332
75 1329 1180 1165 1331
76 1323 1179 1167 1333
77 1330 1181 1166 1334
78 1330 1179 1166 1332
79 1329 1180 1167 1333
80 1329 1180 1164 1333
81 1328 1180 1164 1331
82 1329 1181 1165 1332
83 1324 1180 1166 1333
84 1325 1181 1167 1333
85 1325 1181 1166 1334
86 1325 1182 1167 1335
87 1328 1182 1167 1333
88 1324 1180 1167 1332
89 1329 1180 1167 1334
90 1331 1180 1164 1333
91 1329 1180 1167 1333
92 1331 1182 1165 1331
93 1323 1180 1166 1334
94 1330 1181 1165 1333
95 1328 1182 1164 1333
96 1328 1181 1167 1332
97 1330 1180 1166 1334
98 1325 1183 1166 1333
99 1324 1179 1166 1333
