0 805 754 1074 1023 902
55 805 753 1074 1024 901
109 805 758 1074 1023 901
164 805 758 1074 1024 902
219 804 758 1074 1023 901
275 805 758 1073 1024 901
328 808 758 1074 1023 901
383 807 758 1074 1023 902
436 805 753 1073 1024 901
491 807 758 1073 1024 902
545 805 754 1074 1024 902
600 806 758 1074 1024 901
653 811 758 1074 1024 901
708 805 753 1073 1024 902
763 809 758 1074 1024 901
818 805 758 1074 1023 901
873 808 759 1074 1025 902
928 805 758 1074 1024 901
983 805 753 1073 1024 901
1038 805 753 1073 1023 901
1093 806 758 1073 1024 901
1148 804 753 1074 1024 901
1203 808 758 1074 1024 901
1258 807 758 1073 1024 901
1312 806 758 1074 1023 901
1367 805 754 1075 1024 893
1422 805 754 1076 1025 893
1477 808 755 1076 1025 892
1530 806 755 1076 1025 892
1587 806 755 1075 1025 892
1639 809 755 1075 1025 891
1694 805 755 1076 1025 892
1747 806 755 1076 1025 891
1802 805 760 1076 1025 891
1858 805 755 1076 1024 891
1912 804 754 1076 1024 891
1966 806 755 1075 1025 892
2021 807 760 1076 1025 891
2074 805 755 1076 1024 891
2129 805 755 1075 1024 892
2184 806 755 1075 1025 891
2239 808 755 1075 1024 889
2293 811 755 1075 1023 885
2348 805 755 1075 1024 875
2404 806 756 1075 1023 845
2460 807 755 1075 1024 774
2513 805 755 1075 1024 707
2568 808 760 1076 1023 665
2623 805 755 1074 1022 645
2678 805 761 1075 1021 640
2733 805 759 1073 1020 643
2788 806 755 1073 1021 641
2843 805 755 1072 1018 642
2897 806 760 1073 1017 641
2953 805 755 1072 1016 641
3007 808 760 1071 1014 643
3061 806 760 1071 1014 645
3116 809 760 1070 1011 644
3171 805 760 1069 1007 643
3227 805 760 1069 1003 645
3282 805 755 1068 992 645
3338 805 760 1067 968 646
3393 807 760 1066 905 648
3447 805 761 1067 826 664
3501 805 756 1066 765 690
3555 805 756 1063 707 771
3610 805 761 1061 720 793
3665 805 755 1059 720 864
3720 811 761 1057 717 883
3775 804 760 1053 719 885
3830 805 760 1053 717 888
3885 804 755 1051 717 889
3942 804 760 1050 716 890
3997 808 760 1046 719 891
4051 804 755 1042 717 891
4106 808 760 1036 718 892
4161 804 760 1020 718 892
4216 804 760 963 722 893
4271 803 760 869 737 894
4324 804 755 815 785 894
4379 805 761 769 819 894
4434 804 760 751 882 903
4489 804 756 750 947 893
4545 803 760 743 988 893
4598 804 755 743 997 893
4652 809 760 741 998 894
4706 805 760 741 1000 895
4763 804 760 740 1002 895
4815 808 760 742 1003 895
4870 805 761 746 1004 896
4923 808 760 756 1005 895
4978 804 759 771 1005 896
5033 810 760 802 1006 897
5088 804 760 849 1006 896
5143 804 760 915 1007 897
5198 804 760 989 1008 898
5253 804 759 1035 1008 897
5308 804 759 1043 1008 897
5364 804 760 1050 1010 897
5419 805 760 1050 1011 897
5473 808 759 1052 1012 897
5527 809 760 1054 1012 897
5582 804 759 1056 1012 898
5637 805 760 1057 1013 898
5692 805 760 1056 1013 899
5747 809 760 1057 1014 898
5802 805 760 1057 1014 898
5857 805 755 1057 1014 898
5912 808 759 1056 1014 897
5966 808 759 1056 1013 898
6021 805 760 1056 1012 897
6076 805 755 1054 1012 897
6131 805 759 1054 1012 897
6186 805 760 1054 1012 897
6241 805 760 1052 1011 898
6298 805 755 1050 1010 897
6352 804 760 1054 1013 897
6406 805 760 1040 1008 896
6461 814 760 1028 1004 895
6516 804 760 901 1008 895
6571 803 760 823 1005 895
6625 808 760 775 1004 895
6680 803 760 757 1003 895
6735 805 760 748 1003 895
6790 805 760 748 1002 894
6845 804 760 747 1000 894
6900 809 760 747 999 894
6955 804 760 747 996 894
7010 810 760 748 991 894
7064 805 760 753 968 892
7119 805 760 757 892 917
7174 805 760 772 832 890
7229 804 756 819 772 894
7283 805 760 871 745 909
7338 803 757 950 731 893
7391 804 760 1023 726 892
7446 804 760 1040 726 892
7500 805 760 1049 727 891
7555 806 761 1052 724 887
7610 805 755 1053 725 884
7665 811 759 1057 729 862
7719 805 760 1060 739 787
7774 816 760 1062 762 710
7829 806 755 1064 835 672
7883 832 761 1064 934 662
7938 804 756 1067 997 660
7990 828 760 1069 1008 658
8046 806 760 1070 1012 659
8099 810 761 1071 1016 660
8154 806 755 1071 1018 662
8210 806 755 1072 1019 662
8265 804 755 1072 1022 665
8318 806 755 1074 1023 678
8373 806 760 1075 1022 735
8426 807 756 1075 1023 829
8480 806 755 1075 1044 879
8536 806 760 1075 1023 886
8588 807 756 1075 1024 891
8641 807 756 1075 1024 893
8694 807 753 1080 1030 895
8750 810 755 1075 1024 896
8805 806 760 1075 1024 896
8860 806 756 1075 1025 896
8913 806 756 1075 1025 896
8967 838 759 1075 1025 896
9022 806 760 1075 1025 896
9075 807 755 1075 1025 896
9127 797 755 1075 1024 897
9173 835 759 1075 1023 898
9228 805 755 1073 1023 901
9282 806 754 1073 1023 901
9334 806 755 1073 1022 900
9391 816 759 1073 1023 901
9446 804 754 1073 1023 900
9498 805 754 1073 1023 901
9550 806 754 1073 1029 905
9606 805 754 1073 1023 901
9661 805 754 1073 1023 901
9714 806 754 1073 1023 901
9766 805 754 1075 1039 900
9822 805 754 1073 1022 901
9876 805 754 1073 1022 900
9930 806 754 1073 1023 901
9983 809 773 1075 1023 901
10041 808 758 1073 1022 900
10096 805 755 1072 1022 901
10149 805 755 1073 1023 901
10202 820 759 1072 1023 899
10257 805 761 1070 1014 656
10310 806 756 1070 1017 657
10362 796 755 1071 1018 661
10410 816 759 1073 1022 828
10464 805 755 1073 1020 896
10517 805 755 1073 1020 900
10569 805 754 1073 1021 903
10624 815 759 1071 1019 901
10678 806 754 1070 1018 900
10733 794 754 1071 1018 901
10777 806 754 1072 1021 904
10833 814 759 1072 1021 901
10886 806 754 1072 1022 901
10939 806 754 1071 1018 900
10991 806 756 1040 737 884
11046 806 761 1047 718 887
11101 806 755 1062 725 895
11154 805 754 1069 956 896
11206 806 754 1067 1027 905
11261 805 754 1068 1022 901
11317 805 754 1068 1022 901
11370 805 754 1070 1022 901
11422 806 754 1073 1053 902
